dorothy_and_wizard_oz_01_f000001|To My Readers.|To My Readers.
dorothy_and_wizard_oz_02_f000044|Of course not, said Dorothy. We are somewhere in the middle of the earth, and the chances are we'll reach the other side of it before long. But it's a big hollow, isn't it?|Of course not, said Dorothy. We are somewhere in the middle of the earth, and the chances are we'll reach the other side of it before long. But it's a big hollow, isn't it?
dorothy_and_wizard_oz_02_f000045|Awful big! answered the boy.|Awful big! answered the boy.
dorothy_and_wizard_oz_02_f000046|We're coming to something now, announced the horse.|We're coming to something now, announced the horse.
dorothy_and_wizard_oz_02_f000047|At this they both put their heads over the side of the buggy and looked down. Yes; there was land below them; and not so very far away, either.|At this they both put their heads over the side of the buggy and looked down. Yes; there was land below them; and not so very far away, either.
dorothy_and_wizard_oz_02_f000048|But they were floating very, very slowly so slowly that it could no longer be called a fall and the children had ample time to take heart and look about them.|But they were floating very, very slowly so slowly that it could no longer be called a fall and the children had ample time to take heart and look about them.
dorothy_and_wizard_oz_02_f000049|They saw a landscape with mountains and plains, lakes and rivers, very like those upon the earth's surface; but all the scene was splendidly colored by the variegated lights from the six suns.|They saw a landscape with mountains and plains, lakes and rivers, very like those upon the earth's surface; but all the scene was splendidly colored by the variegated lights from the six suns.
dorothy_and_wizard_oz_02_f000050|Here and there were groups of houses that seemed made of clear glass, because they sparkled so brightly.|Here and there were groups of houses that seemed made of clear glass, because they sparkled so brightly.
dorothy_and_wizard_oz_02_f000051|I'm sure we are in no danger, said Dorothy, in a sober voice. We are falling so slowly that we can't be dashed to pieces when we land, and this country that we are coming to seems quite pretty.|I'm sure we are in no danger, said Dorothy, in a sober voice. We are falling so slowly that we can't be dashed to pieces when we land, and this country that we are coming to seems quite pretty.
dorothy_and_wizard_oz_02_f000052|We'll never get home again, though! declared Zeb, with a groan.|We'll never get home again, though! declared Zeb, with a groan.
dorothy_and_wizard_oz_02_f000053|Oh, I'm not so sure of that, replied the girl. But don't let us worry over such things, Zeb; we can't help ourselves just now, you know, and I've always been told it's foolish to borrow trouble.|Oh, I'm not so sure of that, replied the girl. But don't let us worry over such things, Zeb; we can't help ourselves just now, you know, and I've always been told it's foolish to borrow trouble.
dorothy_and_wizard_oz_02_f000054|The boy became silent, having no reply to so sensible a speech, and soon both were fully occupied in staring at the strange scenes spread out below them.|The boy became silent, having no reply to so sensible a speech, and soon both were fully occupied in staring at the strange scenes spread out below them.
dorothy_and_wizard_oz_02_f000055|They seemed to be falling right into the middle of a big city which had many tall buildings with glass domes and sharp-pointed spires.|They seemed to be falling right into the middle of a big city which had many tall buildings with glass domes and sharp-pointed spires.
dorothy_and_wizard_oz_02_f000056|These spires were like great spear-points, and if they tumbled upon one of them they were likely to suffer serious injury.|These spires were like great spear-points, and if they tumbled upon one of them they were likely to suffer serious injury.
dorothy_and_wizard_oz_02_f000057|Jim the horse had seen these spires, also, and his ears stood straight up with fear, while Dorothy and Zeb held their breaths in suspense.|Jim the horse had seen these spires, also, and his ears stood straight up with fear, while Dorothy and Zeb held their breaths in suspense.
dorothy_and_wizard_oz_02_f000058|But no; they floated gently down upon a broad, flat roof, and came to a stop at last.|But no; they floated gently down upon a broad, flat roof, and came to a stop at last.
dorothy_and_wizard_oz_02_f000059|When Jim felt something firm under his feet the poor beast's legs trembled so much that he could hardly stand; but Zeb at once leaped out of the buggy to the roof,|When Jim felt something firm under his feet the poor beast's legs trembled so much that he could hardly stand; but Zeb at once leaped out of the buggy to the roof,
dorothy_and_wizard_oz_02_f000060|and he was so awkward and hasty that he kicked over Dorothy's bird-cage, which rolled out upon the roof so that the bottom came off.|and he was so awkward and hasty that he kicked over Dorothy's bird-cage, which rolled out upon the roof so that the bottom came off.
dorothy_and_wizard_oz_02_f000061|At once a pink kitten crept out of the upset cage, sat down upon the glass roof, and yawned and blinked its round eyes.|At once a pink kitten crept out of the upset cage, sat down upon the glass roof, and yawned and blinked its round eyes.
dorothy_and_wizard_oz_02_f000062|Oh, said Dorothy. There's Eureka.|Oh, said Dorothy. There's Eureka.
dorothy_and_wizard_oz_02_f000063|First time I ever saw a pink cat, said Zeb.|First time I ever saw a pink cat, said Zeb.
dorothy_and_wizard_oz_02_f000064|Eureka isn't pink; she's white. It's this queer light that gives her that color.|Eureka isn't pink; she's white. It's this queer light that gives her that color.
dorothy_and_wizard_oz_02_f000065|Where's my milk? asked the kitten, looking up into Dorothy's face.|Where's my milk? asked the kitten, looking up into Dorothy's face.
dorothy_and_wizard_oz_02_f000066|I'm 'most starved to death.|I'm 'most starved to death.
dorothy_and_wizard_oz_02_f000067|Oh, Eureka! Can you talk?|Oh, Eureka! Can you talk?
dorothy_and_wizard_oz_02_f000068|Talk! Am I talking? Good gracious, I believe I am. Isn't it funny?|Talk! Am I talking? Good gracious, I believe I am. Isn't it funny?
dorothy_and_wizard_oz_02_f000069|asked the kitten.|asked the kitten.
dorothy_and_wizard_oz_02_f000070|It's all wrong, said Zeb, gravely. Animals ought not to talk. But even old Jim has been saying things since we had our accident.|It's all wrong, said Zeb, gravely. Animals ought not to talk. But even old Jim has been saying things since we had our accident.
dorothy_and_wizard_oz_02_f000071|I can't see that it's wrong, remarked Jim, in his gruff tones. At least, it isn't as wrong as some other things. What's going to become of us now?|I can't see that it's wrong, remarked Jim, in his gruff tones. At least, it isn't as wrong as some other things. What's going to become of us now?
dorothy_and_wizard_oz_02_f000072|I don't know, answered the boy, looking around him curiously.|I don't know, answered the boy, looking around him curiously.
dorothy_and_wizard_oz_02_f000073|The houses of the city were all made of glass, so clear and transparent that one could look through the walls as easily as through a window.|The houses of the city were all made of glass, so clear and transparent that one could look through the walls as easily as through a window.
