skyisland_01_baum_64kb_f000003|BY L FRANK BAUM.|BY L FRANK BAUM.
skyisland_02_baum_64kb_f000028|But he said an Arabian Knight, persisted Trot.|But he said an Arabian Knight, persisted Trot.
skyisland_02_baum_64kb_f000029|Well, if he went to Araby, or was born there, he'd be an Arabian Knight, wouldn't he? The lad's gran'ther were prob'ly a furriner, an' yours and mine were,|Well, if he went to Araby, or was born there, he'd be an Arabian Knight, wouldn't he? The lad's gran'ther were prob'ly a furriner, an' yours and mine were,
skyisland_02_baum_64kb_f000030|too, Trot, if you go back far enough;|too, Trot, if you go back far enough;
skyisland_02_baum_64kb_f000031|for Ameriky wasn't discovered in them days.|for Ameriky wasn't discovered in them days.
skyisland_02_baum_64kb_f000032|There! said Trot triumphantly. Didn't I tell you, Button-Bright, that captain Bill knows everything? He knows a lot, I expect, soberly answered the boy,|There! said Trot triumphantly. Didn't I tell you, Button-Bright, that captain Bill knows everything? He knows a lot, I expect, soberly answered the boy,
skyisland_02_baum_64kb_f000033|finishing the last slice of bread-and-butter and then looking at the empty plate with a sigh.|finishing the last slice of bread-and-butter and then looking at the empty plate with a sigh.
skyisland_02_baum_64kb_f000034|But if he really knows everything, he knows about the Magic Umbrella, so I won't have to tell you anything about it. Magic! cried Trot with big, eager eyes.|But if he really knows everything, he knows about the Magic Umbrella, so I won't have to tell you anything about it. Magic! cried Trot with big, eager eyes.
skyisland_02_baum_64kb_f000035|Did you say MAGIC Umbrel, Button-Bright? I said 'Magic.' But none of our family knew it was a Magic Umbrella till I found it out for myself.|Did you say MAGIC Umbrel, Button-Bright? I said 'Magic.' But none of our family knew it was a Magic Umbrella till I found it out for myself.
skyisland_02_baum_64kb_f000036|You're the first people I've told the secret to, he added, glancing into their faces rather uneasily.|You're the first people I've told the secret to, he added, glancing into their faces rather uneasily.
skyisland_02_baum_64kb_f000037|Glory me! exclaimed the girl, clapping her hands in ecstacy. It must be jus' ELEGANT to have a Magic Umbrel! captain Bill coughed.|Glory me! exclaimed the girl, clapping her hands in ecstacy. It must be jus' ELEGANT to have a Magic Umbrel! captain Bill coughed.
skyisland_02_baum_64kb_f000038|He had a way of coughing when he was suspicious.|He had a way of coughing when he was suspicious.
skyisland_02_baum_64kb_f000039|Magic, he observed gravely, was once lyin' 'round loose in the world. That was in the Dark Ages, I guess, when the magic Arabian Nights was.|Magic, he observed gravely, was once lyin' 'round loose in the world. That was in the Dark Ages, I guess, when the magic Arabian Nights was.
skyisland_02_baum_64kb_f000040|But the light of Civilization has skeered it away long ago, and magic's been a lost art since long afore you and I was born, Trot.|But the light of Civilization has skeered it away long ago, and magic's been a lost art since long afore you and I was born, Trot.
skyisland_02_baum_64kb_f000041|I know that fairies still live, said Trot reflectively. She didn't like to contradict captain Bill, who knew everything. So do I, added Button-Bright.|I know that fairies still live, said Trot reflectively. She didn't like to contradict captain Bill, who knew everything. So do I, added Button-Bright.
skyisland_02_baum_64kb_f000042|And I know there's magic still in the world or in my umbrella, anyhow. Tell us about it! begged the girl excitedly.|And I know there's magic still in the world or in my umbrella, anyhow. Tell us about it! begged the girl excitedly.
skyisland_02_baum_64kb_f000043|Well, said the boy, I found it all out by accident. It rained in Philadelphia for three whole days, and all the umbrellas in our house were carried out by the family and lost or mislaid or something,|Well, said the boy, I found it all out by accident. It rained in Philadelphia for three whole days, and all the umbrellas in our house were carried out by the family and lost or mislaid or something,
skyisland_02_baum_64kb_f000044|so that when I wanted to go to Uncle Bob's house, which is at Germantown, there wasn't an umbrella to be found. My governess wouldn't let me go without one, and Oh, said Trot.|so that when I wanted to go to Uncle Bob's house, which is at Germantown, there wasn't an umbrella to be found. My governess wouldn't let me go without one, and Oh, said Trot.
skyisland_02_baum_64kb_f000045|Do you have a governess? Yes, but I don't like her. She's cross. She said I couldn't go to Uncle Bob's because I had no umbrella.|Do you have a governess? Yes, but I don't like her. She's cross. She said I couldn't go to Uncle Bob's because I had no umbrella.
skyisland_02_baum_64kb_f000046|Instead she told me to go up in the attic and play. I was sorry 'bout that, but I went up in the attic, and pretty soon I found in a corner this old umbrella.|Instead she told me to go up in the attic and play. I was sorry 'bout that, but I went up in the attic, and pretty soon I found in a corner this old umbrella.
skyisland_02_baum_64kb_f000047|I didn't care how it looked. It was whole and strong and big, and would keep me from getting wet on the way to Uncle Bob's.|I didn't care how it looked. It was whole and strong and big, and would keep me from getting wet on the way to Uncle Bob's.
skyisland_02_baum_64kb_f000048|So off I started for the car, but I found the streets awful muddy, and once I stepped in a mud-hole way up to my ankle. 'Gee!,' I said, 'I wish I could fly through the air to Uncle Bob's.|So off I started for the car, but I found the streets awful muddy, and once I stepped in a mud-hole way up to my ankle. 'Gee!,' I said, 'I wish I could fly through the air to Uncle Bob's.
skyisland_02_baum_64kb_f000049|' I was holding up the open umbrella when I said that, and as soon as I spoke, the umbrella began lifting me up into the air.|' I was holding up the open umbrella when I said that, and as soon as I spoke, the umbrella began lifting me up into the air.
skyisland_02_baum_64kb_f000050|I was awful scared at first, but I held on tight to the handle, and it didn't pull very much, either. I was going pretty fast,|I was awful scared at first, but I held on tight to the handle, and it didn't pull very much, either. I was going pretty fast,
skyisland_02_baum_64kb_f000051|for when I looked down all the big buildings were sliding past me so swift that it made me dizzy,|for when I looked down all the big buildings were sliding past me so swift that it made me dizzy,
skyisland_02_baum_64kb_f000052|and before I really knew what had happened the umbrella settled down and stood me on my feet at Uncle Bob's front gate.|and before I really knew what had happened the umbrella settled down and stood me on my feet at Uncle Bob's front gate.
skyisland_02_baum_64kb_f000053|I didn't tell anybody about the wonderful thing that had happened, because I thought no one would believe me. Uncle Bob looked sharp at the thing and said,|I didn't tell anybody about the wonderful thing that had happened, because I thought no one would believe me. Uncle Bob looked sharp at the thing and said,
skyisland_02_baum_64kb_f000054|'Button-Bright, how did your father happen to let you take that umbrella?' 'He didn't,' I said.|'Button-Bright, how did your father happen to let you take that umbrella?' 'He didn't,' I said.
skyisland_02_baum_64kb_f000055|'Father was away at the office, so I found it in the attic and I jus' took it.' Then Uncle Bob shook his head and said I ought to leave it alone.|'Father was away at the office, so I found it in the attic and I jus' took it.' Then Uncle Bob shook his head and said I ought to leave it alone.
skyisland_02_baum_64kb_f000056|He said it was a fam'ly relic that had been handed down from father to son for many generations. But I told him my father had never handed it to me, though I'm his son.|He said it was a fam'ly relic that had been handed down from father to son for many generations. But I told him my father had never handed it to me, though I'm his son.
skyisland_02_baum_64kb_f000057|Uncle Bob said our fam'ly always believed that it brought 'em good luck to own this umbrella. He couldn't say why, not knowing its early history,|Uncle Bob said our fam'ly always believed that it brought 'em good luck to own this umbrella. He couldn't say why, not knowing its early history,
skyisland_02_baum_64kb_f000058|but he was afraid that if I lost the umbrella, bad luck would happen to us.|but he was afraid that if I lost the umbrella, bad luck would happen to us.
skyisland_02_baum_64kb_f000059|So he made me go right home to put the umbrella back where I got it. I was sorry Uncle Bob was so cross, and I didn't want to go home yet, where the governess was crosser 'n he was.|So he made me go right home to put the umbrella back where I got it. I was sorry Uncle Bob was so cross, and I didn't want to go home yet, where the governess was crosser 'n he was.
